turntid;dyadid;experimenttype;INTERFACEUSED;TURNTYPE;Sender;Text;Deletes1;Deletes2;TimestampReceived;Duration;GameNo;MazeID;Translation;;;;;;;;;;;;;;;;;;;;;;
76818;0042;TBTWYSIWYG;TBT;data;Participant2;CORRECT;;;1,59118E+12;0;7;3;CORRECT;;;;;;;;;;;;;;;;;;;;;;
76839;0042;TBTWYSIWYG;TBT;WYSIWYG;Participant1;ja((NEWLINE))st;;;1,59118E+12;2369;8;9;ja st;;;;;;;;;;;;;;;;;;;;;;
76840;0042;TBTWYSIWYG;TBT;WYSIWYG;Participant2;oke ik sta;;;1,59118E+12;1486;8;9;okay i am;;;;;;;;;;;;;;;;;;;;;;
76841;0042;TBTWYSIWYG;TBT;WYSIWYG;Participant1;b;;;1,59118E+12;0;8;9;b;;;;;;;;;;;;;;;;;;;;;;
76842;0042;TBTWYSIWYG;TBT;WYSIWYG;Participant2; ;;;1,59118E+12;0;8;9; ;;;;;;;;;;;;;;;;;;;;;;
76843;0042;TBTWYSIWYG;TBT;WYSIWYG;Participant1;ov;;;1,59118E+12;61;8;9;ov;;;;;;;;;;;;;;;;;;;;;;
76844;0042;TBTWYSIWYG;TBT;WYSIWYG;Participant2;va;;;1,59118E+12;95;8;9;va;;;;;;;;;;;;;;;;;;;;;;
76845;0042;TBTWYSIWYG;TBT;WYSIWYG;Participant1;n;;;1,59118E+12;0;8;9;n;;;;;;;;;;;;;;;;;;;;;;
76846;0042;TBTWYSIWYG;TBT;WYSIWYG;Participant2;st ;;;1,59118E+12;196;8;9;st ;;;;;;;;;;;;;;;;;;;;;;
76847;0042;TBTWYSIWYG;TBT;WYSIWYG;Participant1;enst;;;1,59118E+12;329;8;9;enst;;;;;;;;;;;;;;;;;;;;;;
76848;0042;TBTWYSIWYG;TBT;WYSIWYG;Participant2;op;;;1,59118E+12;45;8;9;on;;;;;;;;;;;;;;;;;;;;;;
76849;0042;TBTWYSIWYG;TBT;WYSIWYG;Participant1;e l;;;1,59118E+12;165;8;9;e l;;;;;;;;;;;;;;;;;;;;;;
76850;0042;TBTWYSIWYG;TBT;WYSIWYG;Participant2; ;;;1,59118E+12;0;8;9; ;;;;;;;;;;;;;;;;;;;;;;
76851;0042;TBTWYSIWYG;TBT;WYSIWYG;Participant1;i;;;1,59118E+12;0;8;9;i;;;;;;;;;;;;;;;;;;;;;;
76852;0042;TBTWYSIWYG;TBT;WYSIWYG;Participant2;r;;;1,59118E+12;0;8;9;r;;;;;;;;;;;;;;;;;;;;;;
76853;0042;TBTWYSIWYG;TBT;WYSIWYG;Participant1;n;;;1,59118E+12;0;8;9;n;;;;;;;;;;;;;;;;;;;;;;
76854;0042;TBTWYSIWYG;TBT;WYSIWYG;Participant2;i;;;1,59118E+12;0;8;9;i;;;;;;;;;;;;;;;;;;;;;;
76855;0042;TBTWYSIWYG;TBT;WYSIWYG;Participant1;k;;;1,59118E+12;0;8;9;k;;;;;;;;;;;;;;;;;;;;;;
76856;0042;TBTWYSIWYG;TBT;WYSIWYG;Participant2;j;;;1,59118E+12;0;8;9;j;;;;;;;;;;;;;;;;;;;;;;
76857;0042;TBTWYSIWYG;TBT;WYSIWYG;Participant1;s;;;1,59118E+12;0;8;9;s;;;;;;;;;;;;;;;;;;;;;;
76858;0042;TBTWYSIWYG;TBT;TBT;Participant2;oke ik sta vast op rij A;0;0;1,59118E+12;3817;8;9;okay I'm stuck on row A.;;;;;;;;;;;;;;;;;;;;;;
76859;0042;TBTWYSIWYG;TBT;WYSIWYG;Participant2; A((NEWLINE));;;1,59118E+12;537;8;9;a;;;;;;;;;;;;;;;;;;;;;;
76860;0042;TBTWYSIWYG;TBT;TBT;Participant1;bovenste links;3;4;1,59118E+12;15722;8;9;top left;;;;;;;;;;;;;;;;;;;;;;
76861;0042;TBTWYSIWYG;TBT;TBT;Participant1;o;0;0;1,59118E+12;316;8;9;o;;;;;;;;;;;;;;;;;;;;;;
76862;0042;TBTWYSIWYG;TBT;TBT;Participant1;zeg maar;1;1;1,59118E+12;962;8;9;say;;;;;;;;;;;;;;;;;;;;;;
76869;0042;TBTWYSIWYG;TBT;WYSIWYG;Participant1;((NEWLINE))o((NEWLINE))ezeg maar((NEWLINE));;;1,59118E+12;3359;8;9; o ezeg maar ;;;;;;;;;;;;;;;;;;;;;;
76870;0042;TBTWYSIWYG;TBT;TBT;Participant2;werkt het?;1;1;1,59118E+12;2793;8;9;werkt het?;;;;;;;;;;;;;;;;;;;;;;
76877;0042;TBTWYSIWYG;TBT;WYSIWYG;Participant2;werk t het?((NEWLINE));;;1,59118E+12;2793;8;9;does it work?;;;;;;;;;;;;;;;;;;;;;;
76878;0042;TBTWYSIWYG;TBT;TBT;Participant1;ja maar;0;0;1,59118E+12;585;8;9;Yes but;;;;;;;;;;;;;;;;;;;;;;
76879;0042;TBTWYSIWYG;TBT;WYSIWYG;Participant1;ja maar((NEWLINE))waar moet ik ;;;1,59118E+12;1516;8;9;yes but where should i;;;;;;;;;;;;;;;;;;;;;;
76880;0042;TBTWYSIWYG;TBT;WYSIWYG;Participant2;d;;;1,59118E+12;0;8;9;d;;;;;;;;;;;;;;;;;;;;;;
76881;0042;TBTWYSIWYG;TBT;WYSIWYG;Participant1;heen;;;1,59118E+12;240;8;9;heen;;;;;;;;;;;;;;;;;;;;;;
76882;0042;TBTWYSIWYG;TBT;WYSIWYG;Participant2;3;;;1,59118E+12;0;8;9;3;;;;;;;;;;;;;;;;;;;;;;
76883;0042;TBTWYSIWYG;TBT;WYSIWYG;Participant1; voo rj;;;1,59118E+12;373;8;9;for J;;;;;;;;;;;;;;;;;;;;;;
76884;0042;TBTWYSIWYG;TBT;TBT;Participant2;d3;0;0;1,59118E+12;815;8;9;d3;;;;;;;;;;;;;;;;;;;;;;
76885;0042;TBTWYSIWYG;TBT;WYSIWYG;Participant2;((NEWLINE));;;1,59118E+12;0;8;9; ;;;;;;;;;;;;;;;;;;;;;;
76886;0042;TBTWYSIWYG;TBT;TBT;Participant1;waar moet ik heen voo rjou;0;0;1,59118E+12;2237;8;9;where should i go before;;;;;;;;;;;;;;;;;;;;;;
76887;0042;TBTWYSIWYG;TBT;TBT;Participant1;moet weten;0;0;1,59118E+12;705;8;9;must know;;;;;;;;;;;;;;;;;;;;;;
76895;0042;TBTWYSIWYG;TBT;WYSIWYG;Participant1;ou((NEWLINE))moet weten((NEWLINE))ok;;;1,59118E+12;14174;8;9;ou should know ok;;;;;;;;;;;;;;;;;;;;;;
76896;0042;TBTWYSIWYG;TBT;WYSIWYG;Participant2;oke;;;1,59118E+12;186;8;9;oke;;;;;;;;;;;;;;;;;;;;;;
76897;0042;TBTWYSIWYG;TBT;WYSIWYG;Participant1;e ;;;1,59118E+12;3;8;9;e;;;;;;;;;;;;;;;;;;;;;;
76898;0042;TBTWYSIWYG;TBT;WYSIWYG;Participant2; bedankt;;;1,59118E+12;881;8;9; bedankt;;;;;;;;;;;;;;;;;;;;;;
76899;0042;TBTWYSIWYG;TBT;WYSIWYG;Participant1;zit jij ;;;1,59118E+12;570;8;9;are you sitting;;;;;;;;;;;;;;;;;;;;;;
76900;0042;TBTWYSIWYG;TBT;TBT;Participant2;oke bedankt;0;0;1,59118E+12;1928;8;9;okay thanks;;;;;;;;;;;;;;;;;;;;;;
76901;0042;TBTWYSIWYG;TBT;WYSIWYG;Participant2;((NEWLINE));;;1,59118E+12;0;8;9; ;;;;;;;;;;;;;;;;;;;;;;
76902;0042;TBTWYSIWYG;TBT;TBT;Participant1;oke voor mij;23;30;1,59118E+12;10276;8;9;okay for me;;;;;;;;;;;;;;;;;;;;;;
76905;0042;TBTWYSIWYG;TBT;TBT;Participant1;d3;0;0;1,59118E+12;420;8;9;d3;;;;;;;;;;;;;;;;;;;;;;
76906;0042;TBTWYSIWYG;TBT;TBT;Participant1;of;0;0;1,59118E+12;842;8;9;of;;;;;;;;;;;;;;;;;;;;;;
76907;0042;TBTWYSIWYG;TBT;TBT;Participant1;b3;0;0;1,59118E+12;316;8;9;b3;;;;;;;;;;;;;;;;;;;;;;
76910;0042;TBTWYSIWYG;TBT;TBT;Participant1;of bovenste rij links;0;0;1,59118E+12;3751;8;9;or top row left;;;;;;;;;;;;;;;;;;;;;;
76915;0042;TBTWYSIWYG;TBT;TBT;Participant1;ty;0;0;1,59118E+12;136;8;9;ty;;;;;;;;;;;;;;;;;;;;;;
76925;0042;TBTWYSIWYG;TBT;data;Participant1;CORRECT;;;1,59118E+12;0;8;9;CORRECT;;;;;;;;;;;;;;;;;;;;;;
76926;0042;TBTWYSIWYG;TBT;data;Participant2;CORRECT;;;1,59118E+12;0;8;9;CORRECT;;;;;;;;;;;;;;;;;;;;;;
76948;0042;TBTWYSIWYG;TBT;TBT;Participant1;links 3e van boven;0;0;1,59118E+12;18887;9;7;left 3rd from top;;;;;;;;;;;;;;;;;;;;;;
76949;0042;TBTWYSIWYG;TBT;WYSIWYG;Participant1;vastik mo35oke voor mij((NEWLINE))d3((NEWLINE))of((NEWLINE))b3((NEWLINE))of bovenste rij links((NEWLINE))ty((NEWLINE))links 3e van boven((NEWLINE));;;1,59118E+12;44040;9;7;Vastik mo35oke for me d3 or b3 or top row left ty left 3rd from top;;;;;;;;;;;;;;;;;;;;;;
76950;0042;TBTWYSIWYG;TBT;TBT;Participant2;red ik niet;1;1;1,59118E+12;2452;9;7;I can't make it;;;;;;;;;;;;;;;;;;;;;;
76951;0042;TBTWYSIWYG;TBT;TBT;Participant2;kun je de bovenste?;9;9;1,59118E+12;6151;9;7;can you top?;;;;;;;;;;;;;;;;;;;;;;
76956;0042;TBTWYSIWYG;TBT;WYSIWYG;Participant2;lred ik niet((NEWLINE))kun je gelemaae de bovenste?((NEWLINE));;;1,59118E+12;9004;9;7;can't I save you all the way up?;;;;;;;;;;;;;;;;;;;;;;
76957;0042;TBTWYSIWYG;TBT;TBT;Participant1;ja;0;0;1,59118E+12;121;9;7;Yes;;;;;;;;;;;;;;;;;;;;;;
76967;0042;TBTWYSIWYG;TBT;WYSIWYG;Participant1;ja((NEWLINE));;;1,59118E+12;119;9;7;Yes;;;;;;;;;;;;;;;;;;;;;;
76968;0042;TBTWYSIWYG;TBT;TBT;Participant2;oke ;0;0;1,59118E+12;2466;9;7;Okay;;;;;;;;;;;;;;;;;;;;;;
76972;0042;TBTWYSIWYG;TBT;TBT;Participant2;ben je nu ook vrij?;0;0;1,59118E+12;2601;9;7;are you free now?;;;;;;;;;;;;;;;;;;;;;;
76987;0042;TBTWYSIWYG;TBT;WYSIWYG;Participant2;oke ((NEWLINE))ben je nu ook vrij?((NEWLINE));;;1,59118E+12;8032;9;7;okay are you free now?;;;;;;;;;;;;;;;;;;;;;;
76988;0042;TBTWYSIWYG;TBT;TBT;Participant1;ja;0;0;1,59118E+12;137;9;7;Yes;;;;;;;;;;;;;;;;;;;;;;
76995;0042;TBTWYSIWYG;TBT;data;Participant1;CORRECT;;;1,59118E+12;0;9;7;CORRECT;;;;;;;;;;;;;;;;;;;;;;
76996;0042;TBTWYSIWYG;TBT;data;Participant2;CORRECT;;;1,59118E+12;0;9;7;CORRECT;;;;;;;;;;;;;;;;;;;;;;
76999;0042;TBTWYSIWYG;TBT;TBT;Participant1;ik sta;0;0;1,59118E+12;753;9;7;I stand;;;;;;;;;;;;;;;;;;;;;;
77018;0042;TBTWYSIWYG;WYSIWYG;WYSIWYG;Participant1;ja((NEWLINE))ik sta((NEWLINE))linkshuhhahaha;;;1,59118E+12;33570;10;11;yes i am left shuhhahaha;;;;;;;;;;;;;;;;;;;;;;
77019;0042;TBTWYSIWYG;WYSIWYG;WYSIWYG;Participant2;l;;;1,59118E+12;0;10;11;l;;;;;;;;;;;;;;;;;;;;;;
77020;0042;TBTWYSIWYG;WYSIWYG;WYSIWYG;Participant1;wat 1;;;1,59118E+12;525;10;11;what 1;;;;;;;;;;;;;;;;;;;;;;
77021;0042;TBTWYSIWYG;WYSIWYG;WYSIWYG;Participant2;kun je een systematisch iets geven?;;;1,59118E+12;6520;10;11;can you give something systematically?;;;;;;;;;;;;;;;;;;;;;;
77022;0042;TBTWYSIWYG;WYSIWYG;WYSIWYG;Participant1;stuk;;;1,59118E+12;253;10;11;piece;;;;;;;;;;;;;;;;;;;;;;
77023;0042;TBTWYSIWYG;WYSIWYG;WYSIWYG;Participant2;genietenoke;;;1,59118E+12;1833;10;11;enjoy it;;;;;;;;;;;;;;;;;;;;;;
77024;0042;TBTWYSIWYG;WYSIWYG;WYSIWYG;Participant1;c1;;;1,59118E+12;267;10;11;c1;;;;;;;;;;;;;;;;;;;;;;
77025;0042;TBTWYSIWYG;WYSIWYG;WYSIWYG;Participant2;kan je C1;;;1,59118E+12;3518;10;11;you can C1;;;;;;;;;;;;;;;;;;;;;;
77026;0042;TBTWYSIWYG;WYSIWYG;WYSIWYG;Participant1;f1;;;1,59118E+12;209;10;11;f1;;;;;;;;;;;;;;;;;;;;;;
77032;0042;TBTWYSIWYG;WYSIWYG;WYSIWYG;Participant2;f1 lukt niet;;;1,59118E+12;1562;10;11;f1 fails;;;;;;;;;;;;;;;;;;;;;;
77033;0042;TBTWYSIWYG;WYSIWYG;WYSIWYG;Participant1;df1f1f1f1?;;;1,59118E+12;3074;10;11;df1f1f1f1?;;;;;;;;;;;;;;;;;;;;;;
77034;0042;TBTWYSIWYG;WYSIWYG;WYSIWYG;Participant2;f1nef1luktniet ;;;1,59118E+12;5175;10;11;f1nef1luktnot;;;;;;;;;;;;;;;;;;;;;;
77035;0042;TBTWYSIWYG;WYSIWYG;WYSIWYG;Participant1;f5;;;1,59118E+12;253;10;11;f5;;;;;;;;;;;;;;;;;;;;;;
77036;0042;TBTWYSIWYG;WYSIWYG;WYSIWYG;Participant2;okokook niet;;;1,59118E+12;3345;10;11;ok also not;;;;;;;;;;;;;;;;;;;;;;
77037;0042;TBTWYSIWYG;WYSIWYG;WYSIWYG;Participant1;rechts en dan 2e van boven;;;1,59118E+12;6418;10;11;right and then 2nd from top;;;;;;;;;;;;;;;;;;;;;;
77038;0042;TBTWYSIWYG;WYSIWYG;WYSIWYG;Participant2;f7?of anee;;;1,59118E+12;6586;10;11;f7? or anee;;;;;;;;;;;;;;;;;;;;;;
77039;0042;TBTWYSIWYG;WYSIWYG;WYSIWYG;Participant1;7;;;1,59118E+12;0;10;11;7;;;;;;;;;;;;;;;;;;;;;;
77040;0042;TBTWYSIWYG;WYSIWYG;WYSIWYG;Participant2;c1;;;1,59118E+12;251;10;11;c1;;;;;;;;;;;;;;;;;;;;;;
77042;0042;TBTWYSIWYG;WYSIWYG;WYSIWYG;Participant1;b7c1?;;;1,59118E+12;2729;10;11;b7c1?;;;;;;;;;;;;;;;;;;;;;;
77043;0042;TBTWYSIWYG;WYSIWYG;WYSIWYG;Participant2;ik zit zo goed als vast;;;1,59118E+12;3503;10;11;I'm pretty much stuck;;;;;;;;;;;;;;;;;;;;;;
77044;0042;TBTWYSIWYG;WYSIWYG;WYSIWYG;Participant1;waarmoetikheen;;;1,59118E+12;1231;10;11;where do I have to go;;;;;;;;;;;;;;;;;;;;;;
77045;0042;TBTWYSIWYG;WYSIWYG;WYSIWYG;Participant2;c1 of;;;1,59118E+12;2403;10;11;c1 or;;;;;;;;;;;;;;;;;;;;;;
77049;0042;TBTWYSIWYG;WYSIWYG;WYSIWYG;Participant1;neew8n;;;1,59118E+12;10410;10;11;neew8n;;;;;;;;;;;;;;;;;;;;;;
77050;0042;TBTWYSIWYG;WYSIWYG;WYSIWYG;Participant2;f;;;1,59118E+12;0;10;11;f;;;;;;;;;;;;;;;;;;;;;;
77051;0042;TBTWYSIWYG;WYSIWYG;WYSIWYG;Participant1;ee;;;1,59118E+12;108;10;11;ee;;;;;;;;;;;;;;;;;;;;;;
77067;0042;TBTWYSIWYG;WYSIWYG;WYSIWYG;Participant2;7;;;1,59118E+12;0;10;11;7;;;;;;;;;;;;;;;;;;;;;;
77069;0042;TBTWYSIWYG;WYSIWYG;WYSIWYG;Participant1;wollah;;;1,59118E+12;510;10;11;wollah;;;;;;;;;;;;;;;;;;;;;;
77070;0042;TBTWYSIWYG;WYSIWYG;WYSIWYG;Participant2;waar moest iknou ;;;1,59118E+12;3695;10;11;where should I now;;;;;;;;;;;;;;;;;;;;;;
77071;0042;TBTWYSIWYG;WYSIWYG;WYSIWYG;Participant1;ja;;;1,59118E+12;75;10;11;ja;;;;;;;;;;;;;;;;;;;;;;
77072;0042;TBTWYSIWYG;WYSIWYG;WYSIWYG;Participant2;geeheen;;;1,59118E+12;1390;10;11;geeheen;;;;;;;;;;;;;;;;;;;;;;
77073;0042;TBTWYSIWYG;WYSIWYG;WYSIWYG;Participant1;l;;;1,59118E+12;0;10;11;l;;;;;;;;;;;;;;;;;;;;;;
77074;0042;TBTWYSIWYG;WYSIWYG;WYSIWYG;Participant2;?;;;1,59118E+12;0;10;11;?;;;;;;;;;;;;;;;;;;;;;;
77075;0042;TBTWYSIWYG;WYSIWYG;WYSIWYG;Participant1;amollinksrij;;;1,59118E+12;7049;10;11;amollinks row;;;;;;;;;;;;;;;;;;;;;;
77076;0042;TBTWYSIWYG;WYSIWYG;WYSIWYG;Participant2;nee liever rechts kan dat?;;;1,59118E+12;3439;10;11;no would you rather be right?;;;;;;;;;;;;;;;;;;;;;;
77077;0042;TBTWYSIWYG;WYSIWYG;WYSIWYG;Participant1;2e bavan boven;;;1,59118E+12;1679;10;11;2nd bavan above;;;;;;;;;;;;;;;;;;;;;;
77078;0042;TBTWYSIWYG;WYSIWYG;WYSIWYG;Participant2;kun je echtwacht neeoke mag ik cijfers?;;;1,59118E+12;10245;10;11;can you really wait no okay can i have grades?;;;;;;;;;;;;;;;;;;;;;;
77082;0042;TBTWYSIWYG;WYSIWYG;WYSIWYG;Participant1;v7b7B&jb7;;;1,59118E+12;7034;10;11;v7b7B & jb7;;;;;;;;;;;;;;;;;;;;;;
77085;0042;TBTWYSIWYG;WYSIWYG;WYSIWYG;Participant2;ok;;;1,59118E+12;453;10;11;OK;;;;;;;;;;;;;;;;;;;;;;
77086;0042;TBTWYSIWYG;WYSIWYG;WYSIWYG;Participant1;f5;;;1,59118E+12;74;10;11;f5;;;;;;;;;;;;;;;;;;;;;;
77097;0042;TBTWYSIWYG;WYSIWYG;WYSIWYG;Participant2;lukt het?;;;1,59118E+12;1318;10;11;are you succeeding?;;;;;;;;;;;;;;;;;;;;;;
77098;0042;TBTWYSIWYG;WYSIWYG;WYSIWYG;Participant1;jaennu;;;1,59118E+12;826;10;11;jaennu;;;;;;;;;;;;;;;;;;;;;;
77106;0042;TBTWYSIWYG;WYSIWYG;WYSIWYG;Participant2;kun jij  weer naar een van mij?c1 of f;;;1,59118E+12;7832;10;11;can you go to one of me again? c1 or f;;;;;;;;;;;;;;;;;;;;;;
77107;0042;TBTWYSIWYG;WYSIWYG;WYSIWYG;Participant1;gogogogoogogog;;;1,59118E+12;809;10;11;gogogogoogogog;;;;;;;;;;;;;;;;;;;;;;
77108;0042;TBTWYSIWYG;WYSIWYG;WYSIWYG;Participant2;f7;;;1,59118E+12;86;10;11;f7;;;;;;;;;;;;;;;;;;;;;;
77110;0042;TBTWYSIWYG;WYSIWYG;WYSIWYG;Participant1;gogogoonee;;;1,59118E+12;2551;10;11;gogogoonee;;;;;;;;;;;;;;;;;;;;;;
77111;0042;TBTWYSIWYG;WYSIWYG;WYSIWYG;Participant2;ik sta nu go;;;1,59118E+12;1405;10;11;i am now go;;;;;;;;;;;;;;;;;;;;;;
77112;0042;TBTWYSIWYG;WYSIWYG;WYSIWYG;Participant1;k;;;1,59118E+12;0;10;11;k;;;;;;;;;;;;;;;;;;;;;;
77113;0042;TBTWYSIWYG;WYSIWYG;WYSIWYG;Participant2;e;;;1,59118E+12;0;10;11;e;;;;;;;;;;;;;;;;;;;;;;
77114;0042;TBTWYSIWYG;WYSIWYG;WYSIWYG;Participant1;ut;;;1,59118E+12;77;10;11;ut;;;;;;;;;;;;;;;;;;;;;;
77123;0042;TBTWYSIWYG;WYSIWYG;data;Participant1;CORRECT;;;1,59118E+12;0;10;11;CORRECT;;;;;;;;;;;;;;;;;;;;;;
77124;0042;TBTWYSIWYG;WYSIWYG;data;Participant2;CORRECT;;;1,59118E+12;0;10;11;CORRECT;;;;;;;;;;;;;;;;;;;;;;
77145;0042;TBTWYSIWYG;WYSIWYG;WYSIWYG;Participant2;d;;;1,59118E+12;0;11;5;d;;;;;;;;;;;;;;;;;;;;;;
77146;0042;TBTWYSIWYG;WYSIWYG;WYSIWYG;Participant1;pffffff;;;1,59118E+12;1470;11;5;pffffff;;;;;;;;;;;;;;;;;;;;;;
77147;0042;TBTWYSIWYG;WYSIWYG;WYSIWYG;Participant2;meid ho;;;1,59118E+12;1067;11;5;girl ho;;;;;;;;;;;;;;;;;;;;;;
77148;0042;TBTWYSIWYG;WYSIWYG;WYSIWYG;Participant1;li;;;1,59118E+12;58;11;5;li;;;;;;;;;;;;;;;;;;;;;;
77149;0042;TBTWYSIWYG;WYSIWYG;WYSIWYG;Participant2;u;;;1,59118E+12;0;11;5;u;;;;;;;;;;;;;;;;;;;;;;
77150;0042;TBTWYSIWYG;WYSIWYG;WYSIWYG;Participant1;n;;;1,59118E+12;0;11;5;n;;;;;;;;;;;;;;;;;;;;;;
77151;0042;TBTWYSIWYG;WYSIWYG;WYSIWYG;Participant2; ;;;1,59118E+12;0;11;5; ;;;;;;;;;;;;;;;;;;;;;;
77152;0042;TBTWYSIWYG;WYSIWYG;WYSIWYG;Participant1;k;;;1,59118E+12;0;11;5;k;;;;;;;;;;;;;;;;;;;;;;
77153;0042;TBTWYSIWYG;WYSIWYG;WYSIWYG;Participant2;die m;;;1,59118E+12;437;11;5;die m;;;;;;;;;;;;;;;;;;;;;;
77154;0042;TBTWYSIWYG;WYSIWYG;WYSIWYG;Participant1;s;;;1,59118E+12;0;11;5;s;;;;;;;;;;;;;;;;;;;;;;
77155;0042;TBTWYSIWYG;WYSIWYG;WYSIWYG;Participant2;oet;;;1,59118E+12;143;11;5;foot;;;;;;;;;;;;;;;;;;;;;;
77156;0042;TBTWYSIWYG;WYSIWYG;WYSIWYG;Participant1;o;;;1,59118E+12;0;11;5;o;;;;;;;;;;;;;;;;;;;;;;
77157;0042;TBTWYSIWYG;WYSIWYG;WYSIWYG;Participant2; ;;;1,59118E+12;0;11;5; ;;;;;;;;;;;;;;;;;;;;;;
77158;0042;TBTWYSIWYG;WYSIWYG;WYSIWYG;Participant1;nder;;;1,59118E+12;198;11;5;nder;;;;;;;;;;;;;;;;;;;;;;
77159;0042;TBTWYSIWYG;WYSIWYG;WYSIWYG;Participant2;moed r;;;1,59118E+12;990;11;5;courage r;;;;;;;;;;;;;;;;;;;;;;
77160;0042;TBTWYSIWYG;WYSIWYG;WYSIWYG;Participant1;mo4rfh;;;1,59118E+12;541;11;5;mo4rfh;;;;;;;;;;;;;;;;;;;;;;
77161;0042;TBTWYSIWYG;WYSIWYG;WYSIWYG;Participant2;er;;;1,59118E+12;49;11;5;there;;;;;;;;;;;;;;;;;;;;;;
77162;0042;TBTWYSIWYG;WYSIWYG;WYSIWYG;Participant1;aha;;;1,59118E+12;161;11;5;aha;;;;;;;;;;;;;;;;;;;;;;
77163;0042;TBTWYSIWYG;WYSIWYG;WYSIWYG;Participant2;i;;;1,59118E+12;0;11;5;i;;;;;;;;;;;;;;;;;;;;;;
77164;0042;TBTWYSIWYG;WYSIWYG;WYSIWYG;Participant1;ha;;;1,59118E+12;45;11;5;ha;;;;;;;;;;;;;;;;;;;;;;
77165;0042;TBTWYSIWYG;WYSIWYG;WYSIWYG;Participant2;n;;;1,59118E+12;0;11;5;n;;;;;;;;;;;;;;;;;;;;;;
77166;0042;TBTWYSIWYG;WYSIWYG;WYSIWYG;Participant1;hahah;;;1,59118E+12;222;11;5;hahah;;;;;;;;;;;;;;;;;;;;;;
77167;0042;TBTWYSIWYG;WYSIWYG;WYSIWYG;Participant2;okea;;;1,59118E+12;1247;11;5;okea;;;;;;;;;;;;;;;;;;;;;;
77168;0042;TBTWYSIWYG;WYSIWYG;WYSIWYG;Participant1;LIN;;;1,59118E+12;330;11;5;LIN;;;;;;;;;;;;;;;;;;;;;;
77169;0042;TBTWYSIWYG;WYSIWYG;WYSIWYG;Participant2;3;;;1,59118E+12;0;11;5;3;;;;;;;;;;;;;;;;;;;;;;
77170;0042;TBTWYSIWYG;WYSIWYG;WYSIWYG;Participant1;KSONDER;;;1,59118E+12;451;11;5;KSONDER;;;;;;;;;;;;;;;;;;;;;;
77171;0042;TBTWYSIWYG;WYSIWYG;WYSIWYG;Participant2;links kan ik niet bij ko;;;1,59118E+12;2980;11;5;on the left I can't reach ko;;;;;;;;;;;;;;;;;;;;;;
77172;0042;TBTWYSIWYG;WYSIWYG;WYSIWYG;Participant1;ji;;;1,59118E+12;88;11;5;ji;;;;;;;;;;;;;;;;;;;;;;
77173;0042;TBTWYSIWYG;WYSIWYG;WYSIWYG;Participant2;m;;;1,59118E+12;0;11;5;m;;;;;;;;;;;;;;;;;;;;;;
77174;0042;TBTWYSIWYG;WYSIWYG;WYSIWYG;Participant1;j;;;1,59118E+12;0;11;5;j;;;;;;;;;;;;;;;;;;;;;;
77175;0042;TBTWYSIWYG;WYSIWYG;WYSIWYG;Participant2;e;;;1,59118E+12;0;11;5;e;;;;;;;;;;;;;;;;;;;;;;
77176;0042;TBTWYSIWYG;WYSIWYG;WYSIWYG;Participant1;d;;;1,59118E+12;0;11;5;d;;;;;;;;;;;;;;;;;;;;;;
77177;0042;TBTWYSIWYG;WYSIWYG;WYSIWYG;Participant2;n;;;1,59118E+12;0;11;5;n;;;;;;;;;;;;;;;;;;;;;;
77180;0042;TBTWYSIWYG;WYSIWYG;WYSIWYG;Participant1;an;;;1,59118E+12;59;11;5;an;;;;;;;;;;;;;;;;;;;;;;
77182;0042;TBTWYSIWYG;WYSIWYG;WYSIWYG;Participant2;c7;;;1,59118E+12;421;11;5;c7;;;;;;;;;;;;;;;;;;;;;;
77194;0042;TBTWYSIWYG;WYSIWYG;WYSIWYG;Participant1;jaleukspelletjeergl;;;1,59118E+12;5192;11;5;jaleukspelletjeergl;;;;;;;;;;;;;;;;;;;;;;
77195;0042;TBTWYSIWYG;WYSIWYG;WYSIWYG;Participant2;ok;;;1,59118E+12;57;11;5;OK;;;;;;;;;;;;;;;;;;;;;;
77196;0042;TBTWYSIWYG;WYSIWYG;WYSIWYG;Participant1;e;;;1,59118E+12;0;11;5;e;;;;;;;;;;;;;;;;;;;;;;
77197;0042;TBTWYSIWYG;WYSIWYG;WYSIWYG;Participant2;e;;;1,59118E+12;0;11;5;e;;;;;;;;;;;;;;;;;;;;;;
77198;0042;TBTWYSIWYG;WYSIWYG;WYSIWYG;Participant1;uk;;;1,59118E+12;43;11;5;uk;;;;;;;;;;;;;;;;;;;;;;
77199;0042;TBTWYSIWYG;WYSIWYG;WYSIWYG;Participant2; en nu?;;;1,59118E+12;1189;11;5;and now?;;;;;;;;;;;;;;;;;;;;;;
77202;0042;TBTWYSIWYG;WYSIWYG;WYSIWYG;Participant1;linksonder;;;1,59118E+12;764;11;5;bottom left side;;;;;;;;;;;;;;;;;;;;;;
77212;0042;TBTWYSIWYG;WYSIWYG;WYSIWYG;Participant2;ja luktsta je?;;;1,59118E+12;3822;11;5;yes do you succeed?;;;;;;;;;;;;;;;;;;;;;;
77220;0042;TBTWYSIWYG;WYSIWYG;data;Participant1;CORRECT;;;1,59118E+12;0;11;5;CORRECT;;;;;;;;;;;;;;;;;;;;;;
77221;0042;TBTWYSIWYG;WYSIWYG;data;Participant2;CORRECT;;;1,59118E+12;0;11;5;CORRECT;;;;;;;;;;;;;;;;;;;;;;
